module(equipment),timestamp,localtime,operation,voltageR,voltageS,voltageT,voltageRS,voltageST,voltageTR,currentR,currentS,currentT,activePower,powerFactorR,powerFactorS,powerFactorT,reactivePowerLagging,accumActiveEnergy,suspicious_reason,accum_diff
15(예비건조기),2025-03-09 10:13:10,2025-03-09 02:13:10,1,217.56,214.94,217.57,374.55,374.55,376.82,16.37,9.65,25.23,2966.72,98.16,96.02,97.64,685.25,11184060,accumActiveEnergy decreased,-3024.0
15(예비건조기),2025-03-09 10:13:15,2025-03-09 02:13:15,1,217.51,217.1,212.86,376.38,372.34,372.7,12.08,11.92,15.74,2284.18,85.55,85.38,86.55,540.7,11184064,accumActiveEnergy decreased,-3025.0
15(예비건조기),2025-03-09 10:13:20,2025-03-09 02:13:20,1,210.98,214.51,213.87,368.47,370.97,367.92,20.77,22.41,28.09,4052.66,85.7,92.24,86.43,977.79,11184069,accumActiveEnergy decreased,-3025.0
15(예비건조기),2025-03-09 10:13:25,2025-03-09 02:13:25,1,218.31,216.08,217.74,376.18,375.69,377.62,28.26,7.83,23.95,3487.25,86.39,90.24,99.48,477.87,11184074,accumActiveEnergy decreased,-3024.0
15(예비건조기),2025-03-09 10:13:30,2025-03-09 02:13:30,1,210.58,215.49,219.09,368.97,376.34,372.09,17.53,10.77,19.98,2769.95,90.15,90.74,94.73,336.0,11184078,accumActiveEnergy decreased,-3025.0
15(예비건조기),2025-03-09 10:13:35,2025-03-09 02:13:35,1,213.72,210.76,210.47,367.6,364.78,367.35,17.9,25.53,9.94,3012.9,89.72,89.12,96.07,476.81,11184082,accumActiveEnergy decreased,-3025.0
15(예비건조기),2025-03-09 10:13:40,2025-03-09 02:13:40,1,213.82,219.16,215.8,374.96,376.68,372.05,25.12,10.05,21.02,3229.37,91.4,98.61,92.54,781.02,11184087,accumActiveEnergy decreased,-3024.0
15(예비건조기),2025-03-09 10:13:45,2025-03-09 02:13:45,1,217.43,217.55,212.41,376.69,372.34,372.24,16.58,6.6,19.47,2447.21,99.28,94.52,85.76,690.04,11184090,accumActiveEnergy decreased,-3023.0
15(예비건조기),2025-03-09 10:13:50,2025-03-09 02:13:50,1,210.13,216.83,217.05,369.75,375.74,369.94,19.45,17.78,15.79,3031.73,88.01,97.36,97.35,466.94,11184094,accumActiveEnergy decreased,-3024.0
15(예비건조기),2025-03-09 10:13:55,2025-03-09 02:13:55,1,216.68,218.35,216.21,376.74,376.34,374.89,26.7,13.89,8.58,2846.14,98.21,90.31,97.17,527.74,11184098,accumActiveEnergy decreased,-3024.0
15(예비건조기),2025-03-09 10:14:00,2025-03-09 02:14:00,1,214.87,214.49,215.59,371.83,372.45,372.78,9.96,24.62,22.05,3246.96,85.98,95.97,93.88,756.6,11184103,accumActiveEnergy decreased,-3024.0
15(예비건조기),2025-03-09 10:14:05,2025-03-09 02:14:05,1,216.05,214.97,212.83,373.26,370.47,371.4,22.64,22.91,10.51,3214.03,92.72,95.92,94.51,545.59,11184107,accumActiveEnergy decreased,-3025.0
15(예비건조기),2025-03-09 10:14:10,2025-03-09 02:14:10,1,211.77,212.19,215.81,367.14,370.65,370.28,15.2,15.17,27.11,3277.11,89.77,88.37,94.84,702.26,11184112,accumActiveEnergy decreased,-3025.0
15(예비건조기),2025-03-09 10:14:15,2025-03-09 02:14:15,1,211.41,216.38,212.68,370.47,371.57,367.26,29.41,21.91,28.86,4559.17,91.83,90.1,86.92,910.97,11184118,accumActiveEnergy decreased,-3022.0
15(예비건조기),2025-03-09 10:14:20,2025-03-09 02:14:20,1,216.63,213.02,215.02,372.08,370.69,373.81,14.04,8.53,29.43,2982.8,97.2,91.25,92.17,577.56,11184122,accumActiveEnergy decreased,-3021.0
15(예비건조기),2025-03-09 10:14:25,2025-03-09 02:14:25,1,210.78,216.43,217.0,369.96,375.35,370.46,11.86,10.2,10.01,1834.25,99.68,97.48,89.3,209.46,11184125,accumActiveEnergy decreased,-3022.0
15(예비건조기),2025-03-09 10:14:30,2025-03-09 02:14:30,1,216.44,216.22,218.5,374.68,376.47,376.66,12.73,9.02,18.95,2359.05,93.57,91.95,87.34,611.28,11184128,accumActiveEnergy decreased,-3024.0
15(예비건조기),2025-03-09 10:14:35,2025-03-09 02:14:35,1,213.12,219.8,210.36,374.91,372.52,366.74,12.35,28.61,20.54,3531.26,99.31,91.58,92.74,974.23,11184133,accumActiveEnergy decreased,-3022.0
15(예비건조기),2025-03-09 10:14:40,2025-03-09 02:14:40,1,217.75,215.78,210.16,375.43,368.86,370.57,24.71,9.68,27.12,3511.42,95.83,99.01,99.93,630.75,11184138,accumActiveEnergy decreased,-3021.0
15(예비건조기),2025-03-09 10:14:45,2025-03-09 02:14:45,1,215.17,216.53,218.53,373.85,376.76,375.58,18.56,18.68,28.93,3829.49,98.08,85.85,92.96,489.6,11184143,accumActiveEnergy decreased,-3021.0
15(예비건조기),2025-03-09 10:14:50,2025-03-09 02:14:50,1,217.59,210.31,213.59,370.56,367.1,373.4,23.56,19.96,5.89,2822.34,86.93,94.57,87.57,705.27,11184147,accumActiveEnergy decreased,-3022.0
15(예비건조기),2025-03-09 10:14:55,2025-03-09 02:14:55,1,214.38,217.16,210.88,373.71,370.68,368.27,15.98,17.22,21.07,3095.72,97.9,85.54,93.73,719.87,11184151,accumActiveEnergy decreased,-3022.0
15(예비건조기),2025-03-09 10:15:00,2025-03-09 02:15:00,1,215.08,210.18,217.39,368.28,370.28,374.52,26.57,26.27,19.41,4121.18,89.24,89.43,91.33,1085.64,11184157,accumActiveEnergy decreased,-3021.0
15(예비건조기),2025-03-09 10:15:05,2025-03-09 02:15:05,1,211.08,218.73,213.64,372.21,374.43,367.8,26.01,16.59,17.76,3443.42,98.73,88.1,88.79,776.14,11184162,accumActiveEnergy decreased,-3020.0
15(예비건조기),2025-03-09 10:15:10,2025-03-09 02:15:10,1,211.68,217.66,213.69,371.81,373.55,368.37,22.53,21.1,6.32,2856.81,94.58,92.6,89.28,442.44,11184166,accumActiveEnergy decreased,-3022.0
15(예비건조기),2025-03-09 10:15:15,2025-03-09 02:15:15,1,212.79,213.36,216.49,369.04,372.25,371.75,28.21,13.59,15.26,3255.55,94.57,86.04,87.42,803.0,11184170,accumActiveEnergy decreased,-3021.0
15(예비건조기),2025-03-09 10:15:20,2025-03-09 02:15:20,1,212.31,212.75,214.9,368.1,370.34,369.96,17.06,25.81,8.14,2896.56,92.05,97.33,94.98,866.44,11184174,accumActiveEnergy decreased,-3021.0
15(예비건조기),2025-03-09 10:15:25,2025-03-09 02:15:25,1,215.52,210.82,215.15,369.21,368.89,372.96,14.98,17.49,21.96,3103.94,90.01,90.28,90.08,381.14,11184179,accumActiveEnergy decreased,-3019.0
15(예비건조기),2025-03-09 10:15:30,2025-03-09 02:15:30,1,210.21,217.02,212.81,369.98,372.23,366.34,23.54,13.13,13.95,2871.08,92.68,88.82,85.79,782.75,11184183,accumActiveEnergy decreased,-3021.0
15(예비건조기),2025-03-09 10:15:35,2025-03-09 02:15:35,1,213.73,212.49,213.91,369.1,369.26,370.33,16.61,24.5,5.64,2656.84,98.04,90.37,98.24,521.77,11184186,accumActiveEnergy decreased,-3021.0
15(예비건조기),2025-03-09 10:15:40,2025-03-09 02:15:40,1,212.66,212.52,219.58,368.2,374.2,374.31,12.69,20.4,23.46,3250.01,98.88,97.64,91.31,497.68,11184191,accumActiveEnergy decreased,-3022.0
15(예비건조기),2025-03-09 10:15:45,2025-03-09 02:15:45,1,217.42,216.76,215.06,376.0,373.95,374.53,9.61,27.77,12.06,2854.05,92.05,87.19,88.64,829.03,11184195,accumActiveEnergy decreased,-3022.0
15(예비건조기),2025-03-09 10:15:50,2025-03-09 02:15:50,1,211.58,212.82,215.68,367.54,371.09,370.01,25.94,27.51,10.86,3649.25,92.35,92.34,85.15,948.69,11184200,accumActiveEnergy decreased,-3021.0
15(예비건조기),2025-03-09 10:15:55,2025-03-09 02:15:55,1,211.07,213.23,215.62,367.44,371.38,369.51,10.11,14.48,25.07,2833.61,87.85,86.59,95.22,342.23,11184204,accumActiveEnergy decreased,-3021.0
15(예비건조기),2025-03-09 10:16:00,2025-03-09 02:16:00,1,211.09,219.26,211.28,372.68,372.85,365.77,9.68,25.47,20.26,3175.36,94.25,96.75,90.35,911.45,11184208,accumActiveEnergy decreased,-3022.0
15(예비건조기),2025-03-09 10:16:05,2025-03-09 02:16:05,1,215.86,213.64,211.36,371.95,368.05,369.98,26.81,29.13,24.01,4556.1,92.44,92.36,85.85,513.54,11184215,accumActiveEnergy decreased,-3018.0
15(예비건조기),2025-03-09 10:16:10,2025-03-09 02:16:10,1,211.73,215.64,214.98,370.11,372.92,369.53,17.52,28.27,14.26,3432.84,99.9,92.78,87.84,720.74,11184219,accumActiveEnergy decreased,-3019.0
15(예비건조기),2025-03-09 10:16:15,2025-03-09 02:16:15,1,216.02,211.66,212.72,370.36,367.51,371.29,6.18,9.73,20.57,2071.94,91.1,85.64,91.63,478.51,11184222,accumActiveEnergy decreased,-3021.0
15(예비건조기),2025-03-09 10:16:20,2025-03-09 02:16:20,1,218.41,214.65,210.11,375.03,367.84,371.1,29.1,13.12,6.37,2802.91,88.74,87.03,98.02,499.14,11184226,accumActiveEnergy decreased,-3019.0
15(예비건조기),2025-03-09 10:16:25,2025-03-09 02:16:25,1,216.85,215.35,214.07,374.28,371.88,373.18,28.15,19.17,15.65,3621.98,89.34,98.65,88.62,826.41,11184231,accumActiveEnergy decreased,-3018.0
15(예비건조기),2025-03-09 10:16:30,2025-03-09 02:16:30,1,212.35,215.25,218.95,370.31,376.02,373.51,16.76,8.04,13.3,2186.83,97.46,99.86,96.04,473.87,11184234,accumActiveEnergy decreased,-3019.0
15(예비건조기),2025-03-09 10:16:35,2025-03-09 02:16:35,1,219.84,213.01,214.92,374.84,370.58,376.5,5.71,8.49,8.17,1285.31,95.3,92.68,93.04,333.27,11184236,accumActiveEnergy decreased,-3022.0
15(예비건조기),2025-03-09 10:16:40,2025-03-09 02:16:40,1,215.84,217.32,212.77,375.11,372.45,371.17,15.99,23.48,13.58,3051.69,95.29,98.65,99.03,847.53,11184240,accumActiveEnergy decreased,-3022.0
15(예비건조기),2025-03-09 10:16:45,2025-03-09 02:16:45,1,217.45,219.71,211.09,378.58,373.07,371.12,9.09,9.74,11.58,1749.43,91.51,89.28,94.18,372.85,11184243,accumActiveEnergy decreased,-3023.0
15(예비건조기),2025-03-09 10:16:50,2025-03-09 02:16:50,1,210.55,218.32,213.97,371.41,374.37,367.64,21.03,7.46,25.31,3059.36,98.64,92.14,93.35,794.12,11184247,accumActiveEnergy decreased,-3022.0
15(예비건조기),2025-03-09 10:16:55,2025-03-09 02:16:55,1,216.67,217.05,216.45,375.6,375.41,375.08,17.67,6.89,8.31,1899.37,92.8,96.99,96.01,255.59,11184249,accumActiveEnergy decreased,-3024.0
15(예비건조기),2025-03-09 10:17:00,2025-03-09 02:17:00,1,217.47,213.4,213.37,373.13,369.58,373.1,6.46,27.69,5.44,2259.49,93.76,98.29,98.79,281.57,11184253,accumActiveEnergy decreased,-3023.0
15(예비건조기),2025-03-09 10:17:05,2025-03-09 02:17:05,1,214.18,213.5,213.58,370.38,369.86,370.45,7.47,11.29,22.15,2331.0,90.94,95.96,89.62,283.09,11184256,accumActiveEnergy decreased,-3024.0
15(예비건조기),2025-03-09 10:17:10,2025-03-09 02:17:10,1,210.85,218.76,216.17,372.04,376.65,369.8,18.73,6.07,7.4,1834.18,92.62,93.74,98.96,218.42,11184258,accumActiveEnergy decreased,-3025.0
15(예비건조기),2025-03-09 10:17:15,2025-03-09 02:17:15,1,210.46,217.17,218.93,370.33,377.67,371.85,18.38,6.41,29.41,3119.59,99.28,88.32,89.78,931.94,11184263,accumActiveEnergy decreased,-3024.0
15(예비건조기),2025-03-09 10:17:20,2025-03-09 02:17:20,1,212.43,210.86,212.75,366.56,366.84,368.2,29.68,25.41,13.08,3852.37,95.71,87.08,91.1,629.16,11184268,accumActiveEnergy decreased,-3023.0
15(예비건조기),2025-03-09 10:17:25,2025-03-09 02:17:25,1,213.99,215.14,214.36,371.62,371.95,370.95,13.61,11.64,19.75,2573.34,97.59,85.9,93.19,582.99,11184272,accumActiveEnergy decreased,-3024.0
15(예비건조기),2025-03-09 10:17:30,2025-03-09 02:17:30,1,211.24,213.36,217.35,367.7,372.99,371.15,7.91,21.88,15.12,2566.97,93.94,87.7,85.03,286.6,11184275,accumActiveEnergy decreased,-3026.0
15(예비건조기),2025-03-09 10:17:35,2025-03-09 02:17:35,1,212.68,217.67,216.9,372.68,376.34,372.02,7.3,13.73,10.86,1839.15,87.84,96.86,85.66,439.77,11184278,accumActiveEnergy decreased,-3026.0
15(예비건조기),2025-03-09 10:17:40,2025-03-09 02:17:40,1,212.17,215.48,214.07,370.35,371.99,369.12,12.62,9.42,8.16,1721.43,97.93,96.87,95.14,348.68,11184280,accumActiveEnergy decreased,-3028.0
15(예비건조기),2025-03-09 10:17:45,2025-03-09 02:17:45,1,218.0,215.86,210.13,375.72,368.91,370.76,14.03,23.02,15.89,3031.14,88.48,99.82,86.89,621.67,11184284,accumActiveEnergy decreased,-3029.0
15(예비건조기),2025-03-09 10:17:50,2025-03-09 02:17:50,1,214.8,219.28,217.86,375.92,378.56,374.69,18.63,10.16,20.56,2855.82,92.28,89.42,90.25,433.41,11184288,accumActiveEnergy decreased,-3029.0
15(예비건조기),2025-03-09 10:17:55,2025-03-09 02:17:55,1,210.14,212.35,218.31,365.88,372.95,371.04,19.74,16.76,6.08,2409.22,93.71,98.52,99.61,414.7,11184292,accumActiveEnergy decreased,-3027.0
15(예비건조기),2025-03-09 10:18:00,2025-03-09 02:18:00,1,217.05,210.12,215.04,369.92,368.18,374.18,26.56,12.05,8.6,2704.81,99.38,85.83,89.57,491.68,11184295,accumActiveEnergy decreased,-3029.0
15(예비건조기),2025-03-09 10:18:05,2025-03-09 02:18:05,1,218.68,217.57,219.25,377.8,378.29,379.25,21.07,9.02,18.39,2827.61,97.28,85.33,98.03,657.45,11184299,accumActiveEnergy decreased,-3028.0
15(예비건조기),2025-03-09 10:18:10,2025-03-09 02:18:10,1,212.79,211.09,213.62,367.08,367.8,369.27,5.78,14.86,15.88,2069.23,92.91,91.4,89.24,514.79,11184302,accumActiveEnergy decreased,-3029.0
15(예비건조기),2025-03-09 10:18:15,2025-03-09 02:18:15,1,217.72,219.27,212.53,378.43,373.94,372.6,9.22,29.99,12.52,2998.65,85.45,99.28,96.28,867.83,11184306,accumActiveEnergy decreased,-3029.0
15(예비건조기),2025-03-09 10:18:20,2025-03-09 02:18:20,1,210.94,217.08,214.94,370.67,374.14,368.82,19.11,25.87,23.39,3913.42,90.14,94.59,97.55,772.35,11184312,accumActiveEnergy decreased,-3027.0
15(예비건조기),2025-03-09 10:18:25,2025-03-09 02:18:25,1,213.69,212.53,219.95,369.1,374.53,375.53,29.76,7.3,7.12,2526.85,99.83,87.2,85.17,721.22,11184315,accumActiveEnergy decreased,-3030.0
15(예비건조기),2025-03-09 10:18:30,2025-03-09 02:18:30,1,212.82,213.77,213.48,369.43,370.0,369.18,20.67,29.97,23.02,4191.61,96.55,95.65,94.4,1198.06,11184321,accumActiveEnergy decreased,-3030.0
15(예비건조기),2025-03-09 10:18:35,2025-03-09 02:18:35,1,216.23,210.12,219.95,369.22,372.44,377.73,25.33,23.86,27.82,4429.0,85.06,87.44,99.77,982.93,11184327,accumActiveEnergy decreased,-3028.0
15(예비건조기),2025-03-09 10:18:40,2025-03-09 02:18:40,1,214.27,213.56,211.23,370.5,367.87,368.48,18.56,28.75,14.72,3527.02,85.61,93.4,86.53,674.5,11184332,accumActiveEnergy decreased,-3029.0
15(예비건조기),2025-03-09 10:18:45,2025-03-09 02:18:45,1,213.44,219.96,210.22,375.33,372.54,366.89,11.69,25.29,29.91,3825.87,86.24,85.72,88.75,690.33,11184338,accumActiveEnergy decreased,-3027.0
15(예비건조기),2025-03-09 10:18:50,2025-03-09 02:18:50,1,210.98,218.21,210.17,371.68,370.98,364.71,8.03,15.1,27.13,2850.62,95.02,99.53,95.18,768.41,11184342,accumActiveEnergy decreased,-3028.0
15(예비건조기),2025-03-09 10:18:55,2025-03-09 02:18:55,1,216.58,214.86,210.12,373.62,368.03,369.52,15.27,6.29,25.02,2644.42,96.04,97.68,87.67,699.22,11184345,accumActiveEnergy decreased,-3029.0
15(예비건조기),2025-03-09 10:19:00,2025-03-09 02:19:00,1,219.6,216.49,217.99,377.66,376.26,378.96,22.15,11.16,21.01,3162.84,85.33,87.28,98.75,780.63,11184350,accumActiveEnergy decreased,-3025.0
15(예비건조기),2025-03-09 10:19:05,2025-03-09 02:19:05,1,218.93,219.85,218.77,379.99,379.84,379.05,28.86,24.16,9.94,3681.35,92.48,85.52,95.32,571.78,11184355,accumActiveEnergy decreased,-3025.0
15(예비건조기),2025-03-09 10:19:10,2025-03-09 02:19:10,1,210.5,215.74,212.42,369.12,370.79,366.24,20.11,9.08,20.8,2829.27,88.71,92.06,94.97,403.34,11184359,accumActiveEnergy decreased,-3024.0
15(예비건조기),2025-03-09 10:19:15,2025-03-09 02:19:15,1,217.85,211.52,217.67,371.84,371.68,377.16,29.74,7.41,10.59,2760.19,93.3,95.53,97.13,670.44,11184362,accumActiveEnergy decreased,-3026.0
15(예비건조기),2025-03-09 10:19:20,2025-03-09 02:19:20,1,218.17,213.61,218.73,373.92,374.41,378.36,26.24,13.67,9.73,2872.99,85.83,94.81,90.58,660.84,11184366,accumActiveEnergy decreased,-3027.0
15(예비건조기),2025-03-09 10:19:25,2025-03-09 02:19:25,1,211.6,214.64,215.01,369.12,372.08,369.44,27.33,28.14,19.4,4265.12,96.2,98.78,94.18,783.84,11184372,accumActiveEnergy decreased,-3024.0
15(예비건조기),2025-03-09 10:19:30,2025-03-09 02:19:30,1,219.03,217.86,212.18,378.34,372.41,373.43,8.15,13.69,8.0,1724.1,89.93,93.04,94.36,268.42,11184375,accumActiveEnergy decreased,-3026.0
15(예비건조기),2025-03-09 10:19:35,2025-03-09 02:19:35,1,211.14,216.79,217.4,370.58,376.0,371.12,29.84,26.44,29.63,4926.74,90.91,95.45,95.29,1420.56,11184382,accumActiveEnergy decreased,-3024.0
15(예비건조기),2025-03-09 10:19:40,2025-03-09 02:19:40,1,219.81,213.14,217.88,374.94,373.26,379.03,14.38,14.68,13.95,2487.94,91.29,94.31,94.05,422.74,11184385,accumActiveEnergy decreased,-3028.0
15(예비건조기),2025-03-09 10:19:45,2025-03-09 02:19:45,1,217.48,214.52,219.58,374.11,375.93,378.5,10.42,24.55,25.92,3526.1,91.34,98.33,97.59,855.74,11184390,accumActiveEnergy decreased,-3029.0
15(예비건조기),2025-03-09 10:19:50,2025-03-09 02:19:50,1,218.18,215.39,218.69,375.47,375.92,378.33,5.92,20.35,24.76,2957.56,92.96,85.04,96.97,714.6,11184394,accumActiveEnergy decreased,-3028.0
15(예비건조기),2025-03-09 10:19:55,2025-03-09 02:19:55,1,215.87,211.39,210.49,370.01,365.35,369.23,5.55,23.53,28.49,3245.38,90.1,87.45,96.64,324.92,11184399,accumActiveEnergy decreased,-3027.0
15(예비건조기),2025-03-09 10:20:00,2025-03-09 02:20:00,1,212.08,210.54,214.59,365.99,368.16,369.5,12.01,16.28,7.2,2005.18,96.45,99.63,99.93,212.83,11184401,accumActiveEnergy decreased,-3029.0
15(예비건조기),2025-03-09 10:20:05,2025-03-09 02:20:05,1,215.84,212.95,216.24,371.33,371.68,374.18,26.88,26.28,16.39,3984.82,93.16,91.97,85.95,535.63,11184407,accumActiveEnergy decreased,-3029.0
15(예비건조기),2025-03-09 10:20:10,2025-03-09 02:20:10,1,218.69,214.17,211.06,374.85,368.25,372.16,26.08,12.25,16.86,3169.41,88.82,95.87,91.0,918.66,11184411,accumActiveEnergy decreased,-3028.0
15(예비건조기),2025-03-09 10:20:15,2025-03-09 02:20:15,1,219.19,218.51,215.48,379.05,375.84,376.42,8.15,13.58,23.6,2623.77,97.71,97.61,87.66,377.16,11184415,accumActiveEnergy decreased,-3026.0
15(예비건조기),2025-03-09 10:20:20,2025-03-09 02:20:20,1,217.98,219.23,217.91,378.62,378.56,377.48,18.79,10.27,5.39,2005.91,85.53,91.98,97.32,597.91,11184418,accumActiveEnergy decreased,-3025.0
15(예비건조기),2025-03-09 10:20:25,2025-03-09 02:20:25,1,218.87,219.11,211.81,379.3,373.18,372.97,22.39,29.72,23.27,4357.83,94.97,85.13,92.57,689.18,11184424,accumActiveEnergy decreased,-3024.0
15(예비건조기),2025-03-09 10:20:30,2025-03-09 02:20:30,1,211.19,212.43,219.27,366.86,373.86,372.78,5.56,26.84,21.9,3114.09,94.27,88.52,93.43,512.59,11184428,accumActiveEnergy decreased,-3023.0
15(예비건조기),2025-03-09 10:20:35,2025-03-09 02:20:35,1,211.59,212.26,214.31,367.05,369.42,368.83,13.38,10.02,15.14,2187.1,90.13,90.27,93.66,442.66,11184431,accumActiveEnergy decreased,-3024.0
15(예비건조기),2025-03-09 10:20:40,2025-03-09 02:20:40,1,218.73,211.44,215.47,372.53,369.7,376.01,13.21,5.46,6.62,1458.83,91.09,85.2,97.34,159.38,11184433,accumActiveEnergy decreased,-3029.0
15(예비건조기),2025-03-09 10:20:45,2025-03-09 02:20:45,1,210.49,210.98,214.73,364.99,368.66,368.24,19.59,23.02,29.55,4087.04,96.8,98.99,91.98,1098.35,11184439,accumActiveEnergy decreased,-3026.0
15(예비건조기),2025-03-09 10:20:50,2025-03-09 02:20:50,1,212.4,211.8,216.74,367.36,371.12,371.64,6.45,6.33,16.51,1676.86,90.51,96.77,99.67,173.95,11184441,accumActiveEnergy decreased,-3029.0
15(예비건조기),2025-03-09 10:20:55,2025-03-09 02:20:55,1,218.47,218.2,219.18,378.15,378.77,379.0,6.31,11.37,20.15,2206.98,91.15,86.6,92.95,556.15,11184444,accumActiveEnergy decreased,-3030.0
15(예비건조기),2025-03-09 10:21:00,2025-03-09 02:21:00,1,218.77,213.28,216.58,374.16,372.26,377.01,7.19,18.65,7.77,1929.19,97.13,88.09,98.17,327.12,11184447,accumActiveEnergy decreased,-3029.0
15(예비건조기),2025-03-09 10:21:05,2025-03-09 02:21:05,1,217.61,216.33,214.22,375.79,372.85,373.96,27.12,23.48,21.82,4174.55,92.04,87.92,96.5,429.17,11184453,accumActiveEnergy decreased,-3028.0
15(예비건조기),2025-03-09 10:21:10,2025-03-09 02:21:10,1,218.89,217.98,217.93,378.32,377.49,378.28,6.18,20.66,5.34,1872.18,88.14,86.14,88.69,395.26,11184455,accumActiveEnergy decreased,-3030.0
15(예비건조기),2025-03-09 10:21:15,2025-03-09 02:21:15,1,218.33,214.79,219.21,375.09,375.85,378.91,26.74,26.19,19.52,4197.99,93.89,85.13,87.95,884.35,11184461,accumActiveEnergy decreased,-3025.0
15(예비건조기),2025-03-09 10:21:20,2025-03-09 02:21:20,1,210.59,216.77,211.79,370.09,371.13,365.79,19.22,6.59,19.17,2543.15,89.02,88.8,89.47,273.18,11184465,accumActiveEnergy decreased,-3026.0
15(예비건조기),2025-03-09 10:21:25,2025-03-09 02:21:25,1,218.36,219.41,215.3,379.11,376.45,375.55,28.56,27.16,22.98,4571.06,99.88,90.2,85.35,661.53,11184471,accumActiveEnergy decreased,-3025.0
15(예비건조기),2025-03-09 10:21:30,2025-03-09 02:21:30,1,215.62,210.33,214.72,368.87,368.09,372.67,18.43,7.83,5.9,1836.46,90.26,98.66,95.16,229.25,11184474,accumActiveEnergy decreased,-3026.0
15(예비건조기),2025-03-09 10:21:35,2025-03-09 02:21:35,1,219.55,210.87,219.94,372.74,373.08,380.59,11.07,27.67,24.75,3655.56,89.96,87.64,96.93,758.98,11184479,accumActiveEnergy decreased,-3025.0
15(예비건조기),2025-03-09 10:21:40,2025-03-09 02:21:40,1,219.95,217.01,215.07,378.4,374.18,376.72,5.9,15.03,13.96,2016.95,92.54,95.07,95.91,288.86,11184481,accumActiveEnergy decreased,-3026.0
15(예비건조기),2025-03-09 10:21:45,2025-03-09 02:21:45,1,217.21,218.7,212.74,377.5,373.62,372.34,11.78,19.74,17.9,2848.78,89.51,97.8,85.31,326.55,11184485,accumActiveEnergy decreased,-3026.0
15(예비건조기),2025-03-09 10:21:50,2025-03-09 02:21:50,1,219.98,217.89,211.91,379.2,372.21,374.02,25.22,25.66,26.82,4485.87,95.32,94.47,93.85,467.88,11184492,accumActiveEnergy decreased,-3023.0
15(예비건조기),2025-03-09 10:21:55,2025-03-09 02:21:55,1,213.04,212.52,213.14,368.54,368.62,369.07,5.98,22.51,14.27,2426.29,93.75,88.83,95.8,405.65,11184495,accumActiveEnergy decreased,-3024.0
15(예비건조기),2025-03-09 10:22:00,2025-03-09 02:22:00,1,216.24,211.8,217.4,370.69,371.69,375.53,7.43,22.47,15.88,2617.78,89.08,99.2,97.67,620.02,11184499,accumActiveEnergy decreased,-3025.0
15(예비건조기),2025-03-09 10:22:05,2025-03-09 02:22:05,1,215.46,210.85,216.1,369.18,369.74,373.73,22.01,13.57,11.02,2662.46,97.85,87.02,88.09,446.43,11184502,accumActiveEnergy decreased,-3026.0
15(예비건조기),2025-03-09 10:22:10,2025-03-09 02:22:10,1,211.34,215.25,215.3,369.42,372.85,369.47,12.17,16.47,15.11,2498.81,98.03,93.84,95.52,567.4,11184506,accumActiveEnergy decreased,-3028.0
15(예비건조기),2025-03-09 10:22:15,2025-03-09 02:22:15,1,214.72,217.67,216.27,374.45,375.79,373.24,12.16,24.5,16.63,3077.48,95.11,86.99,98.14,910.55,11184510,accumActiveEnergy decreased,-3027.0
15(예비건조기),2025-03-09 10:22:20,2025-03-09 02:22:20,1,217.23,215.67,216.34,374.9,374.12,375.48,5.41,6.36,27.36,2257.69,94.06,87.89,85.69,335.13,11184513,accumActiveEnergy decreased,-3030.0
15(예비건조기),2025-03-09 10:22:25,2025-03-09 02:22:25,1,219.31,214.99,219.11,376.11,375.93,379.67,22.22,16.45,25.04,3705.7,93.11,98.12,92.13,1103.41,11184518,accumActiveEnergy decreased,-3028.0
15(예비건조기),2025-03-09 10:22:30,2025-03-09 02:22:30,1,214.54,215.4,212.01,372.33,370.13,369.39,20.4,10.11,8.58,2232.9,90.74,86.95,92.84,506.71,11184521,accumActiveEnergy decreased,-3031.0
15(예비건조기),2025-03-09 10:22:35,2025-03-09 02:22:35,1,216.95,210.13,219.04,369.85,371.67,377.57,18.39,27.25,9.72,3158.17,88.78,90.09,99.53,664.02,11184526,accumActiveEnergy decreased,-3030.0
15(예비건조기),2025-03-09 10:22:40,2025-03-09 02:22:40,1,219.58,213.39,218.19,374.95,373.75,379.11,26.17,15.83,19.28,3554.84,86.3,87.08,87.06,990.73,11184531,accumActiveEnergy decreased,-3030.0
15(예비건조기),2025-03-09 10:22:45,2025-03-09 02:22:45,1,212.24,215.33,215.66,370.28,373.24,370.56,28.85,7.57,23.77,3434.37,86.76,93.12,88.16,878.98,11184536,accumActiveEnergy decreased,-3028.0
15(예비건조기),2025-03-09 10:22:50,2025-03-09 02:22:50,1,217.29,214.19,215.86,373.66,372.43,375.11,9.65,10.46,7.36,1580.13,94.23,93.01,99.59,254.27,11184538,accumActiveEnergy decreased,-3030.0
15(예비건조기),2025-03-09 10:22:55,2025-03-09 02:22:55,1,211.76,212.48,211.79,367.39,367.42,366.79,13.23,5.34,27.95,2628.39,94.8,89.77,85.43,705.23,11184541,accumActiveEnergy decreased,-3032.0
15(예비건조기),2025-03-09 10:23:00,2025-03-09 02:23:00,1,212.23,217.72,211.43,372.34,371.64,366.89,25.8,25.32,5.56,3243.92,91.3,89.04,97.68,465.24,11184546,accumActiveEnergy decreased,-3031.0
